Ticker,Short Name,ESG Disc Score:Y,Market Cap,Revenue T12M,P/E,Env Disc Sc:Y,Soc Disc Sc:Y,Gov Disc Sc:Y,Sust Gr Rt LF,Cntry of Dom,GICS SubInd,GICS SubInd Name,GICS Sector,Sustainalytics Soc Pctl:D-1,Sustainalytics Environ Pctl:D-1,Debt/Cap LF,% Women on Bd:Y,CEO Duality:Y,DPS LF,EBITA T12M,Total Return:D-1,NI / Profit T12M,LT Brrwng LF,ST Brrwng LF,Total Return YTD,# of Dir on Bd:D-1,Bd Avg Age:Y,Bd Age Limit:Y,% Indep Directors:Y,CEO Duality:Y,% of Non Exec Dir on Bd:D-1,GHG Scope 1:Y,GHG Scope 2:Y,Wtr Intens/Engy Cons:Y,Haz Waste:Y,Total Waste:Y,Tot Wtr Dschgd:Y,% Emp Union:Y,Tot Sal Pd to Execs:Y,Tot Sal & Bns Pd to Execs:Y
MTDR US Equity,MATADOR RESOURCE,11.15699959,3375955968,466595008,32.62435736,,,48.21429825,28.54966164,US,10102020,Oil & Gas Exploration & Production,Energy,,,36.63634109,9.090900421,1,0,,-0.606642835,191687000,574027008,0,20.84626896,11,63.18180084,,90.90910339,1,90.91000366,,,,,,,,2825000,4590000
MTR US Equity,MESA RYLTY TRUST,,34383236,,,,,,,US,10102020,Oil & Gas Exploration & Production,Energy,,,,,,,,4.237287953,,,,88.22407917,,,,,,,,,,,,,,,
MUR US Equity,MURPHY OIL CORP,21.99169922,5358387712,2000344960,,9.91740036,15.625,55.35710144,,US,10102020,Oil & Gas Exploration & Production,Energy,50.51546478,36.08247375,37.02410126,23.07690048,0,0.25,,-1.895735825,-88922000,2908284928,19581000,3.429044127,12,63.30770111,,92.30770111,0,91.66999817,,,,,,,,3340330,3440330
MUSA US Equity,MURPHY USA INC,12.80990028,2796218624,10534248960,17.71750279,,3.50880003,51.78570175,23.06302071,US,25504050,Automotive Retail,Consumer Discretionary,,,57.08487701,10,0,0,,-0.433649459,164241000,864974976,19719000,30.73043601,10,62,76,90,0,90,,,,,,,,2717242,2952242
MVO US Equity,MV OIL TRUST,,96600000,9545716,11.12582749,,,,0,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.224999994,,-4.977381521,8682500,0,0,51.11267118,,,,,,,,,,,,,,,
NBL US Equity,NOBLE ENERGY INC,51.03730011,14179736576,4030000000,125.3516541,49.58679962,45.3125,60.71429825,,US,10102020,Oil & Gas Exploration & Production,Energy,79.38144684,54.63917542,43.16661835,9.090900421,1,0.100000001,,-0.647802709,-1864000000,7487000064,65000000,-22.4226227,11,64.54550171,72,90.90910339,1,90.91000366,2520.110107,23.01099968,1531.439941,,,1812.459961,,3655867,3805867
NBLX US Equity,NOBLE MIDSTREAM,,1956758528,219673000,13.51351356,,,,47.06898117,US,10102040,Oil & Gas Storage & Transportation,Energy,,,37.29711533,,,0,,-1.768175833,122969000,203043008,785000,44.21042011,,,,,,,,,,,,,,,
NBR US Equity,NABORS INDS LTD,28.51239967,2171247360,2394955968,,13.1782999,31.57889938,60.71429825,,US,10101010,Oil & Gas Drilling,Energy,60.97560883,48.78048706,57.49045181,0,1,0.059999999,,1.335313882,-766054008,3958615040,196000,-57.07389613,7,64.4285965,72,85.71430206,1,85.70999908,,,,,,,,2349000,2349000
NC US Equity,NACCO INDS-CL A,21.48760033,257759360,655816984,7.126044739,4.651199818,22.80699921,58.92860031,9.685614586,US,10102050,Coal & Consumable Fuels,Energy,,,22.09936523,0,1,0.272500008,58575000,-1.953124922,44295000,57573000,1168000,84.89446481,10,68.33329773,70,77.77780151,1,90,,,,,,,,2398116,2398116
NDRO US Equity,ENDURO ROYALTY T,,103950000,10818208,10.53388413,,,,,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.035594001,9866335,0,9868155,0,0,34.69209453,,,,,,,,,,,,,,,
NE US Equity,NOBLE CORP PLC,13.22309971,1107251328,1317486016,,,8.771900177,48.21429825,,GB,10101010,Oil & Gas Drilling,Energy,7.692307472,10.2564106,40.41004181,25,1,0,,1.345290185,-1794686064,3795326976,249652000,-23.64864995,9,60.125,,87.5,1,77.77999878,,,,,,,0,3047945,3147945
NEE US Equity,NEXTERA ENERGY,44.15090179,73471401984,16882999808,23.3981859,37.93099976,37.5,67.85710144,7.570186138,US,55101010,Electric Utilities,Utilities,55.55555725,16.66666603,56.13198471,25,1,0.982500017,,-0.102336844,4189000064,30345000960,4614000128,34.36372844,12,63.33330154,72,91.66670227,1,91.66999817,,,,,,7328890,27.6548996,3751998,3751998
NEP US Equity,NEXTERA ENERGY P,,2338760448,749000000,56.80216247,,,,-78.32865906,US,55105020,Renewable Electricity,Utilities,,,67.61815643,,,0.379999995,,1.530856194,68000000,4236999936,98000000,75.91514252,,,,,,,,,,,,,,,
NFG US Equity,NATL FUEL GAS CO,14.52280045,4699318784,1579880000,16.63939443,1.652899981,3.125,55.35710144,3.884799004,US,55102010,Gas Utilities,Utilities,,,58.31755447,11.1111002,0,0.414999992,,0,283483000,2083681024,300000000,-0.216878132,10,65.11109924,75,77.77780151,0,90,,,,,,,,3333750,3333750
NFX US Equity,NEWFIELD EXPLORA,31.5352993,6293979136,1735000000,16.2441626,14.8760004,42.1875,55.35710144,31.12313843,US,10102020,Oil & Gas Exploration & Production,Energy,70.10309601,64.94845581,65.15800476,22.22220039,1,0,,-1.407125898,345000000,2432999936,0,-22.14814645,10,62.55559921,72,88.88890076,1,90,,,,,,,0,2624283,2842832
NGL US Equity,NGL ENERGY PARTN,,1693203328,14959614976,,,,,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,59.68690109,,,0.389999986,91109000,2.181819569,-210012008,2993460992,42373000,-25.50665862,,,,,,,,,,,,,,,
NGS US Equity,NATURAL GAS SERV,11.98349953,339060416,67736000,131.9480517,,,51.78570175,0.987151027,US,10101020,Oil & Gas Equipment & Services,Energy,,,0.175486997,0,1,0,,1.353966639,2309000,417000,0,-18.50699994,5,67,80,80,1,80,,,,,,,,962329,973712
NI US Equity,NISOURCE INC,44.15090179,8645493760,4803299904,23.21488623,35.86209869,43.75,66.0714035,-20.71100426,US,55103010,Multi-Utilities,Utilities,59.52381134,61.90476227,66.47611237,22.22220039,0,0.174999997,865500000,0.430362334,269700000,7518600192,1132999936,19.28117053,11,61.33330154,,88.88890076,0,90.91000366,12420.2998,56.04800034,,0.022700001,7.353600025,362880,39.75,2665378,2870208
NJR US Equity,NEW JERSEY RES,,3493833728,2268616960,23.39660547,,,,,US,55102010,Gas Utilities,Utilities,,,53.59859085,25,1,0.270000011,167043992,1.25944582,132065000,997080000,431375008,16.20451628,12,66.75,,91.66670227,1,91.66999817,,,,,,,,2571752,2571752
NOV US Equity,NATL OILWELL VAR,11.98349953,13688760320,7027000064,,,3.50880003,48.21429825,,US,10101020,Oil & Gas Equipment & Services,Energy,0,54.2857132,18.50380135,11.1111002,1,0.050000001,,1.493374906,-937000000,2707000064,506000000,-3.2316225,9,62.66669846,,88.88890076,1,88.88999939,,,,,,,,2870000,2870000
NR US Equity,NEWPARK RESOURCE,19.83469963,738197504,680457024,,3.875999928,24.56139946,51.78570175,0.64179498,US,10101020,Oil & Gas Equipment & Services,Energy,,,30.1151886,0,0,0,,1.176475076,3245000,139720992,85119000,14.66667175,7,65.28569794,,85.71430206,0,85.70999908,,,,,,,0,1978730,1978730
NRG US Equity,NRG ENERGY,40.90909958,9017958400,11040999936,,33.33330154,33.33330154,66.0714035,-72.3271637,US,55105010,Independent Power Producers & Energy Traders,Utilities,37.39837265,27.64227676,81.74565125,7.692299843,0,0.029999999,,1.677969688,-1605000000,15658000384,1247000064,133.7013405,12,63.76919937,,84.61540222,0,91.66999817,66000,,,,,7972000,30,3415201,3415201
NRP US Equity,NATURAL RESOURCE,,318032160,322655000,6.723878148,,,,59.3540802,US,10102050,Coal & Consumable Fuels,Energy,,,69.33534241,,,0.449999988,152254000,5.691055272,96268000,762441024,174138000,-14.64626649,,,,,,,,,,,,,,,
NRT US Equity,NORTH EURO OIL,,63966508,7762225,9.157894722,,,,,US,10102020,Oil & Gas Exploration & Production,Energy,,,,,,0,,6.748467155,7026448,,,17.38331998,,,,,,,,,,,,,,,
NS US Equity,NUSTAR ENERGY LP,,2786334976,1835241024,30.28988283,,,,-12.24077511,US,10102030,Oil & Gas Refining & Marketing,Energy,,,60.13714218,,,1.095000029,,-0.066728565,111726000,3232599040,418007008,-33.2734984,,,,,,,,,,,,,,,
NSH US Equity,NUSTAR GP HOLDIN,,674342464,0,11.62570297,,,,-37.36951065,US,10102040,Oil & Gas Storage & Transportation,Energy,,,14.2097702,,,0.545000017,,0.319490044,85332000,0,42500000,-40.20779866,,,,,,,,,,,,,,,
NWE US Equity,NORTHWESTERN COR,23.01889992,2901092608,1291694016,18.00315735,6.89659977,31.25,55.35710144,2.923607111,US,55103010,Multi-Utilities,Utilities,,,54.75105286,25,0,0.524999976,254541000,0.150981633,160753000,1816850048,271831008,8.70923698,9,61.75,,87.5,0,88.88999939,,,,,,,41.09000015,1943993,1943993
NWN US Equity,NORTHWEST NAT GS,20,1712733568,755279008,27.11363748,5.517199993,21.875,55.35710144,,US,55102010,Gas Utilities,Utilities,,,47.93193054,27.27269936,0,0.469999999,139768000,-0.500415735,62819000,757428992,21995000,2.824676939,10,64.54550171,70,81.81819916,0,90,,,,,,,54.4070015,2479567,3181941
NYLD/A US Equity,NRG YIELD INC-A,11.15699959,3488491520,1038000000,11.18627354,,,48.21429825,0.097608,US,55105010,Independent Power Producers & Energy Traders,Utilities,,,71.68370819,14.28569984,0,0.280000001,,-0.580161964,58000000,5520000000,300000000,30.47476049,7,56.71429825,,42.85710144,0,85.70999908,,,,,,,,850000,850000
OAS US Equity,OASIS PETROLEUM,18.25729942,2264923648,1067543008,,1.652899981,17.1875,55.35710144,,US,10102020,Oil & Gas Exploration & Production,Energy,,,43.35064316,0,1,0,,0.59808843,-55509000,2340613120,0,-44.45178562,8,59.25,,75,1,75,,,,,,,0,2100000,2100000
OGE US Equity,OGE ENERGY CORP,30.94339943,6572299776,2290000000,17.23036644,29.65519905,12.5,55.35710144,6.903444767,US,55101010,Electric Utilities,Utilities,30.15872955,7.936507702,47.2961731,20,0,0.332500011,512800000,-0.272727735,382100000,2749499904,496200000,1.952097933,10,63.5,72,90,0,90,17492.19922,211.6560059,,,,,,2472820,2472820
OGS US Equity,ONE GAS INC,20.37739944,3829577216,1517991984,24.50167239,6.89659977,23.4375,51.78570175,-1.440772057,US,55102010,Gas Utilities,Utilities,,,41.43782425,14.28569984,0,0.419999987,288497000,-0.190734859,158190000,1193052032,174000000,17.29873683,7,62.57139969,,71.4285965,0,85.70999908,,,,,,,20.58799934,2130000,2130000
OII US Equity,OCEANEERING INTL,11.98349953,2077619328,1925776992,,,3.50880003,48.21429825,,US,10101020,Oil & Gas Equipment & Services,Energy,55.8139534,60.46511459,34.66407394,0,0,0.150000006,,1.48823556,-18198000,795804992,0,-23.71470356,8,66.375,,87.5,0,87.5,,,,,,,,2322000,2322000
OIS US Equity,OIL STATES INTL,16.11569977,1445828608,656851008,,1.550400019,14.03509998,51.78570175,,US,10101020,Oil & Gas Equipment & Services,Energy,,,1.648887038,12.5,0,0,,0.71173969,-57582000,19061000,492000,-27.43589939,9,67,,87.5,0,88.88999939,,,,,,,,2346442,2346442
OKE US Equity,ONEOK INC,33.19499969,20494690304,11036209920,32.76811182,21.48760033,26.5625,66.0714035,-10.64236259,US,10102040,Oil & Gas Storage & Transportation,Energy,90.625,68.75,63.15849304,18.18180084,0,0.745000005,,-0.074782042,415301000,8092000256,1364899968,-2.079322782,10,62.36360168,73,81.81819916,0,90,2500,,,,,,,2475000,2475000
OMP US Equity,OASIS MIDSTREAM,,479805184,,,,,,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,0,,,0,,1.631705648,,0,0,,,,,,,,,,,,,,,,
ORA US Equity,ORMAT TECHNOLOGI,16.52890015,3236192000,692966000,26.942119,2.325599909,14.03509998,51.78570175,8.396492958,US,55105020,Renewable Electricity,Utilities,,,41.76540375,12.5,0,0.079999998,,-0.404861618,117759000,822371968,84106000,20.13195167,8,62.5,,100,0,100,,,,,,,,1431841,1431841
OXY US Equity,OCCIDENTAL PETE,47.30289841,56367972352,11804000000,70.5069355,42.97520065,40.625,64.28569794,-5.29219389,US,10102010,Integrated Oil & Gas,Energy,82.47422791,69.07216644,32.22167587,25,0,0.769999981,,-0.054264977,542000000,9326000128,500000000,8.556154362,11,65.66670227,75,83.33329773,0,90.91000366,10450,5380,,,,,15.44999981,4640284,4640284
PAA US Equity,PLAINS ALL AMER,15.28929996,14967904256,24569999872,19.57195813,,14.03509998,51.78570175,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,52.59833145,0,1,0.300000012,,-0.673730955,791000000,10488999936,918000000,-31.33746558,12,62.79999924,,30,1,75,,,,,,,3,1322292,1322292
PAGP US Equity,PLAINS GP HOLD-A,18.59499931,6338851840,24569999872,14.13931607,6.201600075,14.03509998,51.78570175,-29.96042824,US,10102040,Oil & Gas Storage & Transportation,Energy,26.47058868,32.35293961,47.70408249,0,1,0.300000012,,-0.453507835,61000000,10488999936,918000000,-32.12992417,12,62.45449829,,27.27269936,1,75,,,,,,,0.150000006,1340000,1340000
PBF US Equity,PBF ENERGY INC-A,16.11569977,3900803584,19999217152,16.53569608,1.550400019,14.03509998,51.78570175,10.605793,US,10102030,Oil & Gas Refining & Marketing,Energy,,,44.72997665,11.1111002,0,0.300000012,,0.226185563,228182992,2158337024,6831000,33.56522666,9,68.44439697,,88.88890076,0,100,,,,,,,49.09000015,4673958,4673958
PBFX US Equity,PBF LOGISTICS LP,,1210520320,249994000,9.116805887,,,,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,77.27045441,,,0.479999989,147262000,0.479618128,100494000,533136000,0,25.78724433,,,,,,,,,,,,,,,
PBT US Equity,PERMIAN BASIN,,413420032,30504683,14.08678847,,,,0,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.126589999,,-0.224977019,29195829,0,0,23.24230818,,,,,,,,,,,,,,,
PCG US Equity,PG&E CORP,56.98109818,23061573632,17748000000,10.26026994,59.31029892,48.4375,60.71429825,6.223031044,US,55101010,Electric Utilities,Utilities,49.20634842,82.53968048,48.53498459,26.66670036,1,0.529999971,3568000000,0.044633915,2238000000,16618999808,1568999936,-24.50827569,12,64.33329773,,80,1,91.66999817,3949.929932,1243.959961,,67.64499664,104.375,547.8010254,58.33330154,4262215,4262215
PE US Equity,PARSLEY ENERGY-A,11.20330048,9255590912,812139008,88.26739277,,,48.21429825,,US,10102020,Oil & Gas Exploration & Production,Energy,,,20.32980156,0,1,0,224782000,-1.406564192,26110000,1487271040,8037000,-16.45857227,8,55.42860031,,85.71430206,1,87.5,,,,,,,,2108125,2108125
PEG US Equity,PUB SERV ENTERP,23.39620018,26060998656,9078000000,17.66252449,12.41380024,17.1875,58.92860031,1.761873007,US,55103010,Multi-Utilities,Utilities,61.11111069,46.03174591,49.23017502,18.18180084,1,0.430000007,1093000000,0.31164754,520000000,11274000384,1452000000,21.77335142,11,66.81819916,75,90.90910339,1,90.91000366,,,,,,,62.45999908,3354887,3354887
PER US Equity,SANDRIDGE PERMIA,,107625000,29964000,3.750697528,,,,,US,10102020,Oil & Gas Exploration & Production,Energy,,,,,,0.118000001,,5.128200112,26396000,,,-19.35500118,,,,,,,,,,,,,,,
PES US Equity,PIONEER ENERGY S,11.98349953,237043008,391649000,,,,51.78570175,,US,10101010,Oil & Gas Drilling,Energy,,,63.92810059,0,0,0,,8.928571581,-98641000,392600992,0,-55.47445263,5,64.19999695,72,80,0,80,,,,,,,,2095000,2658574
PHX US Equity,PANHANDLE OIL-A,,342733216,46335049,87.83853024,,,,1.091590047,US,10102020,Oil & Gas Exploration & Production,Energy,,,30.91348076,12.5,0,0.039999999,,-3.294121237,3531933,52222000,0,-12.0397732,8,61.75,70,87.5,0,87.5,,,,,,,,956000,956000
PKD US Equity,PARKER DRILLING,11.98349953,138896704,420211000,,,3.50880003,48.21429825,,US,10101010,Oil & Gas Drilling,Energy,,,64.02240753,0,1,0,-78774000,0,-138937000,577550016,0,-61.53846013,8,63.11109924,,77.77780151,1,87.5,,,,,,,,2119810,2119810
PNM US Equity,PNM RESOURCES,23.01889992,3221989120,1448622976,20.12977662,13.10340023,20.3125,51.78570175,6.785017967,US,55101010,Electric Utilities,Utilities,,,59.53663635,37.5,1,0.242500007,383177000,-0.369452504,159493000,2282390016,431812000,20.93025882,8,63.75,,87.5,1,87.5,,,,,,,39.70999908,2223111,2223111
PNW US Equity,PINNACLE WEST,37.7358017,9517142016,3544835968,18.39740811,32.41379929,29.6875,60.71429825,7.645081043,US,55101010,Electric Utilities,Utilities,48.41269684,61.11111069,47.78293991,18.18180084,1,0.654999971,1044369984,-0.023470239,520073008,4491047936,338400000,12.66537715,11,67.36360168,,90.90910339,1,90.91000366,10000,,,,,,25,4280000,4280000
POR US Equity,PORTLAND GENERAL,29.05660057,4060828160,2018000000,19.817392,12.41380024,46.875,51.78570175,1.967316985,US,55101010,Electric Utilities,Utilities,,,49.73843765,18.18180084,0,0.340000004,374000000,-0.087674489,206000000,2276999936,100000000,8.307926926,12,65.36360168,,90.90910339,0,83.33000183,,,,,,,28.45000076,2702425,2702425
PPL US Equity,PPL CORP,40,21297717248,7352999936,13.46482926,21.37929916,57.8125,67.85710144,3.45429492,US,55101010,Electric Utilities,Utilities,57.93650818,27.77777863,66.01506805,11.1111002,1,0.395000011,3087000000,0.129410921,1515000000,19110000640,1659000064,-5.19933029,9,62.44440079,75,88.88890076,1,88.88999939,,,,0.027899999,,479608,49,3822259,3868948
PQ US Equity,PETROQUEST ENERG,,40205216,89636000,,,,,,US,10102020,Oil & Gas Exploration & Production,Energy,,,1151.783691,,,0,,-2.577323198,-15908000,280563008,0,-42.90030156,6,,,,,83.33000183,,,,,,,0,2631880,3263479
PSX US Equity,PHILLIPS 66,12.80990028,51256799232,83185000448,22.81148552,,3.50880003,51.78570175,5.139980793,US,10102030,Oil & Gas Refining & Marketing,Energy,50,0,29.8624115,30,1,0.699999988,,-0.794426801,2071000000,9495000064,706000000,20.96189553,10,64.69999695,,90,1,90,,,,,,,,4737224,4737224
PSXP US Equity,PHILLIPS 66 PART,,6364292096,804000000,21.57640897,,,,-3.185164928,US,10102040,Oil & Gas Storage & Transportation,Energy,,,56.33456421,,,0.61500001,385500000,0.172216141,397000000,2272999936,17000000,12.67319519,,,,,,,,,,,,,,,
PUMP US Equity,PROPETRO HOLDING,,1674083456,,,,,,,US,10101020,Oil & Gas Equipment & Services,Energy,,,9.433712006,,,0,,0.598797038,,34476000,7441000,,8,,,,,87.5,,,,,,,,750000,2500000
PXD US Equity,PIONEER NATURAL,19.08709908,29413066752,5595000064,120.527047,4.132199764,15.625,55.35710144,,US,10102020,Oil & Gas Exploration & Production,Energy,36.08247375,34.02061844,20.49069595,23.07690048,1,0.039999999,,0.156451657,124000000,2281999872,449000000,-3.963133312,13,62.15380096,,84.61540222,1,84.62000275,,,,,,,,2663400,2663400
QEP US Equity,QEP RESOURCES IN,20.74690056,2305748224,1595800000,,6.611599922,17.1875,55.35710144,,US,10102020,Oil & Gas Exploration & Production,Energy,29.89690781,12.3711338,35.75704956,12.5,1,0,,-2.644966744,-14300000,1890599936,134000000,-48.01738308,9,62.125,72,87.5,1,88.88999939,,,,,,,0,2838364,2838364
RDC US Equity,ROWAN COMPANIE-A,17.35540009,1977123584,1337900000,,1.550400019,19.29820061,51.78570175,,US,10101010,Oil & Gas Drilling,Energy,35,20,32.16184616,10,0,0,138100000,0.578035673,-63700000,2510200064,0,-17.09899231,8,65.40000153,,90,0,87.5,,,,,,,,2318319,3788224
REN US Equity,RESOLUTE ENERGY,11.20330048,708197952,302592000,,,,48.21429825,,US,10102020,Oil & Gas Exploration & Production,Energy,,,112.9088898,0,1,0,,0.994863503,-20549000,645193024,0,-23.59795979,10,65.16670227,,66.66670227,1,70,,,,,,,,2005000,2005000
RES US Equity,RPC INC,11.15699959,5529435648,1388924992,73.51268564,,,48.21429825,7.524380207,US,10101020,Oil & Gas Equipment & Services,Energy,,,0,22.22220039,0,0.059999999,,0.353774177,83701000,0,0,29.96683995,9,76.33329773,,44.44440079,0,66.66999817,,,,,,,,2325000,2325000
REX US Equity,REX AMERICAN RES,11.15699959,543662784,464638000,16.46601116,,,48.21429825,9.569233894,US,10102030,Oil & Gas Refining & Marketing,Energy,,,0,0,0,0,,-2.000476295,33034000,0,0,-16.16202439,8,67,,62.5,0,75,,,,,,,,655200,655200
RIG US Equity,TRANSOCEAN LTD,24.38019943,4178414336,3318000000,13.30841149,10.85270023,24.56139946,55.35710144,,CH,10101010,Oil & Gas Drilling,Energy,21.95121956,34.14634323,36.22649002,9.090900421,0,0,-2176999936,-0.373133963,-2792999936,6501000192,799000000,-27.5440945,11,59.18180084,,90.90910339,0,90.91000366,,,,,,,28,3505000,3505000
RMP US Equity,RICE MIDSTREAM P,,2196447744,276294000,13.49357984,,,,6.886222839,US,10102040,Oil & Gas Storage & Transportation,Energy,,,15.26592636,,,0.281399995,180679000,0.987766144,167389000,222000000,0,-8.496538684,,,,,,,,,,,,,,,
RNGR US Equity,RANGER ENERGY SE,,141028240,,,,,,,US,10101020,Oil & Gas Equipment & Services,Energy,,,6.669712067,,,,,-0.431509316,,5800000,8800000,,,,,,,,,,,,,,,,
ROYT US Equity,PACIFIC COAST OI,,74851328,0,23.38363676,,,,-0.001782,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.039730001,,0.910769628,3199137,0,0,96.11944078,,,,,,,,,,,,,,,
RRC US Equity,RANGE RESOURCES,21.99169922,4233256960,2349992000,33.97235404,9.090900421,20.3125,51.78570175,,US,10102020,Oil & Gas Exploration & Production,Energy,60.82474136,21.64948463,41.82978439,18.18180084,1,0.02,,-3.12323183,-48747984,3981961984,0,-50.15715146,11,64,,90.90910339,1,90.91000366,,,,,,,0,2719000,2719000
RSPP US Equity,RSP PERMIAN INC,11.15699959,6451818496,676182016,60.60488608,,,48.21429825,3.082110882,US,10102020,Oil & Gas Exploration & Production,Energy,,,26.14184189,0,0,0,,0.098427451,92731000,1478499968,0,-8.830118156,9,68,,71.4285965,0,77.77999878,,,,,,,,2145000,5102000
SBOW US Equity,SILVERBOW RESOUR,11.15699959,343309632,178300000,13.21815946,,,48.21429825,31.87463379,US,10102020,Oil & Gas Exploration & Production,Energy,,,60.07853317,14.28999996,1,0,,3.988801234,39755000,250000000,0,-11.81009305,0,64.57099915,,71.43000031,1,,,,,,,,,1578967,1578967
SBR US Equity,SABINE ROYALTY,,650238784,35655691,19.69025279,,,,6.138503075,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.579999983,,-1.218168401,33154367,0,0,34.88161483,,,,,,,,,,,,,,,
SCG US Equity,SCANA CORP,21.13209915,5673274368,4306999936,9.771940948,10.3448,12.5,58.92860031,-12.47087574,US,55103010,Multi-Utilities,Utilities,13.49206352,21.4285717,56.94516754,20,1,0.612500012,1005000000,0.151051251,450000000,6455000064,1199000064,-43.3531563,10,67.59999847,70,90,1,90,,,,,,,,3317741,3317741
SD US Equity,SANDRIDGE ENERGY,14.93780041,751480640,420275000,5.428162649,1.652899981,7.8125,51.78570175,,US,10102020,Oil & Gas Exploration & Production,Energy,,,4.19708395,0,0,0,,10.08359648,-268160016,37601000,0,-10.53078396,5,57,,80,0,80,,,,,,,,2916976,2917476
SDLP US Equity,SEADRILL PARTNER,,336067072,1225500000,2.338574516,,,,14.58093929,GB,10101010,Oil & Gas Drilling,Energy,,,55.9068718,,,0.100000001,638600000,-0.543477733,216700000,3208499968,191700000,-3.311255734,,,,,,,,,,,,,,,
SDR US Equity,SANDRIDGE MISSIS,,42325920,16042000,3.560091132,,,,-0.211354002,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.050000001,,3.80487707,11899000,0,0,-29.22130864,,,,,,,,,,,,,,,
SDT US Equity,SANDRIDGE MISSIS,,23128000,9310000,3.640594779,,,,0.050113998,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.0482,,-2.594341396,6353000,0,0,-26.51714632,,,,,,,,,,,,,,,
SEMG US Equity,SEMGROUP CORP-A,11.98349953,2376281856,1877282976,49.43056747,,,51.78570175,,US,10102040,Oil & Gas Storage & Transportation,Energy,,,64.02749634,14.28569984,0,0.449999988,,0.66666921,-7769000,3009428992,5529000,-22.76015394,7,59.28570175,,85.71430206,0,85.70999908,,,,,,,,1849403,1849403
SEP US Equity,SPECTRA ENERGY,42.97520065,12547218432,2751000000,9.998032801,45.7364006,42.1053009,37.5,3.158075094,US,10102040,Oil & Gas Storage & Transportation,Energy,,,39.18245316,42.85710144,1,0.726249993,,-3.865791664,1406000000,5713999872,2539000064,-7.988627887,7,60.85710144,,42.85710144,1,85.70999908,7884,1119,,4.538000107,60.50400162,,22,2343800,2343800
SGU US Equity,STAR GROUP LP,,600794176,1323555008,23.88055872,,,,,US,55102010,Gas Utilities,Utilities,,,19.83236694,,,0,,1.033831326,26900000,65717000,10000000,4.136491126,,,,,,,,,,,,,,,
SGY US Equity,STONE ENERGY COR,13.27799988,643171456,357416000,7.498448834,,17.1875,37.5,,US,10102020,Oil & Gas Exploration & Production,Energy,,,44.80212021,20,1,0,,-1.561060147,249134000,235567008,421000,,5,70.40000153,,90,1,80,,,,,,,0,1893333,1893333
SHLX US Equity,SHELL MIDSTREAM,,5599670272,327000000,23.52387999,,,,-10.05847931,US,10102040,Oil & Gas Storage & Transportation,Energy,,,97.63856506,,,0.317999989,147400000,0.641243805,278400000,1000600000,0,6.733269707,,,,,,,,,,,,,,,
SJI US Equity,SOUTH JERSEY IND,23.39620018,2484317696,1227310992,27.68072155,9.655200005,29.6875,51.78570175,,US,55102010,Gas Utilities,Utilities,,,54.64181137,27.27269936,0,0.270000011,97715000,-0.064001465,38398000,1180318976,291008992,-4.333705438,10,61,,90.90910339,0,90,,,,,,,44,2065946,2065946
SJT US Equity,SAN JUAN BASIN,,384056480,38014945,10.48038021,,,,0.001024,US,10102020,Oil & Gas Exploration & Production,Energy,,,0,,,0.318307996,,-1.317372519,36645279,0,0,39.15600615,,,,,,,,,,,,,,,
SJW US Equity,SJW GROUP,13.5848999,1309846272,375002000,29.73144846,,7.8125,55.35710144,9.901158333,US,55104010,Water Utilities,Utilities,,,49.52804184,20,1,0.219999999,98333000,-0.900484083,55626000,431008992,13000000,16.19448582,10,68,75,90,1,90,,,,,,,58.73400116,2464705,2615955
SLB US Equity,SCHLUMBERGER LTD,59.91740036,93352787968,29368000000,50.89387075,55.03879929,61.4034996,69.64289856,-0.360042006,US,10101020,Oil & Gas Equipment & Services,Energy,57.1428566,45.7142868,30.01574326,27.27269936,1,0.5,2662000000,-0.103764743,546000000,15870999552,1288999936,-17.35979609,12,61.45449829,70,90.90910339,1,91.66999817,1136,704,652.9240723,,488,,,5333333,5333333
SM US Equity,SM ENERGY CO,13.27799988,2464658688,1266642016,,,7.8125,48.21429825,,US,10102020,Oil & Gas Exploration & Production,Energy,,,54.63870621,12.5,0,0.050000001,,-2.25763712,-335531000,2905358080,0,-35.63944749,8,61.625,,87.5,0,87.5,,,,,,,0,2376000,2376000
SMLP US Equity,SUMMIT MIDSTREAM,,1497732480,489624992,12.20945249,,,,4.863585949,US,10102040,Oil & Gas Storage & Transportation,Energy,,,52.73654556,,,0.574999988,221433000,-0.966187225,117919000,1295787008,0,-9.62937539,,,,,,,,,,,,,,,
